"cod","id","ano","econo_bov","AtvTotal","AtvCirc","PasCirc","PatLiq","CxOper","RecLiq","VrMerc","LAIR","LucroLiquido","LucroBruto","LiqBolsa"
"UGPA3","1846","2015","Petróleo, gás e biocombustíveis",20966049,9911349,3833391,7945041,3201679,75655274,32829412,2247308,1503466,6721572,113858
"UGPA3","1846","2016","Petróleo, gás e biocombustíveis",24159670,13011796,5486946,8527623,2513670,77352955,37187088,2270610,1561585,7010232,103766
"UGPA3","1846","2017","Petróleo, gás e biocombustíveis",28340322,15201291,7013988,9381261,2279420,80007422,40752281,2413297,1574306,7271641,0.92814
"UCAS3","2278","2015","Consumo cíclico",267816,109565,62680,198493,22996,222652,113669,16056,13105,103221,0.00435
"UCAS3","2278","2016","Consumo cíclico",233720,89072,45958,174229,10146,185056,167859,-22947,-24264,79810,0.00765
"UCAS3","2278","2017","Consumo cíclico",216363,84506,38445,167872,3482,157941,167859,-9992,-6357,67010,0.01607
"USIM5","1432","2015","Materiais básicos",27758332,6894842,4495923,13408978,103414,10185570,2772461,-4874899,-3236105,172552,0.76724
"USIM5","1432","2016","Materiais básicos",26254745,6420478,1752244,13535740,-310312,8454200,7953445,-251748,-669952,487322,127253
"USIM5","1432","2017","Materiais básicos",25984477,7254755,3046420,13774795,877029,10734118,12392220,420950,233015,1635094,140351
"VALE3","417","2015","Materiais básicos",345549435,60417700,41182018,131160217,15718875,85499184,61678209,-64875574,-44212187,16841450,199576
"VALE3","417","2016","Materiais básicos",322696154,73547191,36609497,127240523,21634643,94633264,127734201,27021956,13311455,33489834,199359
"VALE3","417","2017","Materiais básicos",328096703,62700728,43357526,143757534,40240693,108532022,209248613,24884148,17627201,41274711,335927
"VLID3","2002","2015","Bens industriais",2156239,871960,437464,1065756,230889,1637407,2748050,179459,133065,430712,0.24177
"VLID3","2002","2016","Bens industriais",2074697,902566,544083,980721,223104,1723850,1589793,67446,88269,446650,0.23007
"VLID3","2002","2017","Bens industriais",2059765,859518,448118,979001,81926,1574474,1307311,64412,27687,353527,0.18916
"VVAR11","650","2015","Consumo cíclico",16288000,10671000,9468000,4246000,2585000,19268000,1617778,80000,14000,6173000,0.2221
"VVAR11","650","2016","Consumo cíclico",17527000,10708000,12057000,2808000,-269000,19819000,4616177,-63000,-95000,6706000,0.20411
"VVAR11","650","2017","Consumo cíclico",19931000,12443000,14278000,2959000,70000,25690000,10544103,277000,195000,8180000,0.5401
"VIVR3","2070","2015","Consumo cíclico",1307012,971228,1196524,-184712,62717,111989,10182,-259406,-260853,-55992,0.00193
"VIVR3","2070","2016","Consumo cíclico",984399,742538,1265595,-509494,86217,-17954,6705,-349626,-347170,-76356,0.0046
"VIVR3","2070","2017","Consumo cíclico",821007,627845,730071,-65964,-147603,5935,7742,-168987,-120632,-8892,0.00663
"VULC3","1176","2015","Consumo cíclico",1237154,758584,816907,35491,36653,965875,340824,-60196,-49918,287446,0.00018
"VULC3","1176","2016","Consumo cíclico",1078668,617005,441456,51637,134949,1134220,444552,36764,35689,392554,0.00281
"VULC3","1176","2017","Consumo cíclico",1120485,668030,266634,784318,299636,1263082,2236380,191093,188914,482363,0.0354
"WEGE3","541","2015","Bens industriais",14261541,9589344,3494850,6029380,982442,9760323,24112073,1303728,1156065,2765588,0.54143
"WEGE3","541","2016","Bens industriais",13509331,9127483,3278855,5962874,2130912,9367008,25006172,1279514,1117624,2635779,0.72113
"WEGE3","541","2017","Bens industriais",13985987,9415667,4326788,6720926,1290136,9523830,38890468,1240448,1142149,2758447,0.62826
"MWET4","1199","2015","Bens industriais",185098,33908,116701,-122134,17118,151711,2717,-75853,-69778,6426,8e-05
"MWET4","1199","2016","Bens industriais",195649,35597,141530,-143493,11005,121671,3128,-13705,-21023,10558,4e-05
"MWET4","1199","2017","Bens industriais",179515,36443,119725,-136980,3451,121573,5495,-15777,6513,6769,0.00022
"WHRL4","1434","2015","Consumo cíclico",6551278,4176186,3607516,2339597,-419230,9387172,3788722,514399,286792,1586280,0.00191
"WHRL4","1434","2016","Consumo cíclico",6569138,4275415,3598242,2409961,1208828,9218765,4608721,433242,311788,1584735,0.00143
"WHRL4","1434","2017","Consumo cíclico",6852312,4748854,3907022,2238579,1026664,9482873,7149144,540177,435859,1894097,0.00051
"WSON33","8004","2015","Bens industriais",3722183,935626,492065,1690437,515369,1682064,2347752,241487,105120,537089,0.00853
"WSON33","8004","2016","Bens industriais",3379128,681454,399778,1680776,326766,1585363,2383324,422176,292550,502187,0.00479
"WSON33","8004","2017","Bens industriais",3449522,741226,407376,1809873,348235,1584142,2848800,348165,230363,524542,0.00512
